luo,swahili
jachung kod otiko mar maendeleo chap chap mane en jatend migao machon migosi mutua katuku mabende netayo chenro mare mar kisera e dhoot ka dhoot onyiso chir mare ni odhii kao loch eyiero madundo mabiro.,Anayewania kiti hicho kwa chama cha Maendeleo Chap Chap Mutuku ameonyesha imani yuake kuwa atashinda uchaguzi huo
eseche ogogo jachung kod mcc migosi katuku okwayo jodito mag siasa mapachoka mondo owere kod siasa ma machakos ,Wakati huo huo mwaniaji kwa chama cha Maendeleo Chap Chap amewaomba viongozi humu nchini kuwachana na siasa ya Machakos
"wiper and mcc - jochung maromo 3 laro lemo makamano kagiriwo mikai agnes kavindu mar wiper,migosi mutua katuku mar maendeleo chap chap kod abana muthama mar uda.","Watu watatu wanawania kiti hicho wakiwa ni Agnes Kavindu wa Wiper, Katuku wa Maendeleo Chap Chap na Muthama wa UDA"
Gedi mane en governor ma nairobi ochopo edoho kawuono.,Sonko ambaye ni gavana wa Nairobi amefika mahakamani leo
migosi sonko neodonjne kod ketho maromo 5 ka 4 gin mago mag mibadhi ka 1 en mano maluoreni mag tulo.,Sonko alishtakiwa kwa mashtaka matano manne yakiwa ni ya ufisadi na moja ni yua kuleta vurugu
doho owito oko lipod laktar mar migosi manyocha olero ni sonko ok winj maber kendo ok nyal chopo edoho ebura makamano.,Korti imetupilia mbali ripoti ya daktari wa Sonko inayosema kuwa hawezi fika kortini
vat - ngima oyang ni biro mana medo ridore ponono ok otim lokruok e weche mag ushuru e pachoka.,Gharama ya maisha yatazidi kupanda iwapo mageuzi hayatafanywa kuhusiana na ukusanyaji ushuru
kamati maochungne weche mag mwandu eod bura ma malo kaotelne kod jakomgi  owachoni nitiere gigo mapod biromiyo oganda jo kenya medo bedo kod thagruok kaluore kod ting mapek kod medruok mar nengo modhii e pachoka.,Kamati inayosimamia masuala ya mali katika bunge wakiongozwa na mwenyekiti wao wamesema kuwa wakenya wataendelea na mzigo mzito wa gharama iwapo bei ya mafuta itazidi kupanda
maendi en ler maneochiw kod board maochungne chiwo hola makamano mongere kaka higher education loans board. ,Hii ni taarifa iliyopeanwa na tume inayosimamia kupeana mkopo kwa wanafunzi almaarufu HELB
Duolno pok oyudo omenda maromo,Tume hiyo bado haijapata fedha za kutosha
Jopuonjre bago ng'anyo ka otenore kod deko mar chudo mar gi.,Wanafunzi hao wa chuo kikuu wanapanga kuandaa mgomo kutokana na kucheleweshwa kwa fedha hizo na tume ya HELB
jii ariyo owito ngimagi e masira makoch mar wang apaya mane onywando apiko kod nyamburko matin,Watu wawili wamepoteza maisha yao barabarani kutokana na ajali iliyohusisha pikipiki na gari ndogo
commander mar obila e county ma makueni joseph ole napiyan oyango masirano kaowacho ni masira makamano neonywando ja apiko maneotingo jii adek kod nyamburko matin. ,Kamanda wa polisi Makueni Joseph Ole Napiyana ameripoti kuwa ajali hiyo ilihusisha pikipiki iliyobeba watu watatu na gari ndogo
oleroni nyamburko mane ochomo gwenge mag machakos emane otuomore kod apiko wich gi wich kendo nego,Amesema kuwa gari hilo ambalo lilikuwa likielekea Machakos liligongana na pikipiki hiyo
da nyithindo go olero kaka neobetie bang miyo nyikwae rabolo kod chai kamane igii ochako kayogi.,Nyanya ya watoto hao ameripoyi kuwa aliwapa watoto hao ndizi kabla ya kuanza kuumwa na tumbo
neomedo leroni kaneoromo chieng ngeso to nyithindogo neoachako yuago ich kach kod ngok kama bange to neoring kodgi e kar od thieth.,Amesema kuwa ilipofika siku ya Jumamosi watoto hao walianza kulalamikia kuumwa na tumbo pamoja na kutapika kabla ya kukimbizwa hospitalini
Be nitie kombe moko ma pod inyalo betie?,Kuna nafasi bado?
In gi tich?,"Je, uko na kazi nyingi?"
Be isedonjo e kend?,Umeoa/ Umeolewa?
Be iwinjo maber?,Salama?
Erokamano,Asante
Kel kad mar osiptal,Leta kadi yako ya hospitali
Be anyalo luongo taksi?,Naweza kuita teksi?
Be anyalo loko pacha?,Ninaweza kubadilisha kozi yangu?
Be anyalo yudo kopi mar otas mara mar bengi?,Ninaweza kupata nakala ya taarifa yangu?
Be anyalo yudo chenro mar puonjruok?,Ninaweza kupata ratiba ya masomo?
Be anyalo konyou?,Naweza kusaidia?
Be anyalo romo gi japuonj maduong'no?,Ninaweza kuonana na mwalimu mkuu?
Be anyalo chulo gi simo?,Naweza lipa kwa simu?
Be anyalo bet piny kae?,Naweza kukaa hapa?
Be wanyalo yudo kar dak mar japuonjre?,Tunaweza kupata makazi ya wanafunzi?
Be wanyalo bedo gi grup mar puonjruok?,Tunaweza kuwa na kikundi cha kujifunza?
Be wanyalo tugo tuke mag loyo mich kuom hawi?,"Je, tunaweza kucheza mchezo wa bodi?"
Be inyalo lero kaka iwinjo e chunyi?,Unaweza kueleza dalili zako?
Inyalo konya?,Unaweza kunisaidia?
Be iwinjo ka chunyi chandore?,Una maumivu yoyote?
Be in gi pesa moko matindo tindo?,Una chenji?
Be in gi nyithindo?,Una watoto?
Be in gi pi?,Una maji?
Be in gi kad mar ID?,Una kitambulisho chako?
Be ihero tugo opich tielo?,Unapenda mpira wa miguu?
Be ihero thum?,Unapenda muziki?
Be dwarore ni otimni penj mar remo?,Unahitaji damu kuchukuliwa?
Be idwaro PIN manyien?,Unahitaji PIN mpya?
Be dwarore ni ilam pesa e bengi?,Unahitaji kufungua akaunti?
Be ing'eyo dho Ingresa?,Unazungumza Kiingereza?
Be diher bet but dirisa?,Unataka kiti cha dirishani?
Be diher golo kata keto pesa?,Unataka kutoa au kuweka pesa?
Be basni nigi intanet?,"Je, basi hili lina WiFi?"
Luo,Kiswahili
Mos ahinya,Kwaheri
Be isetimo nonro duto madwarore?,Umefanya vipimo vyote?
Be isekawo yedhe?,Umechukua dawa zako?
Hello ok,Habari
In iwinjo nade gie sani?,Unajisikiaje leo?
In iwinjo nade?,Unajisikiaje?
To in iwuon iwinjo nade?,Habari yako?
Ere kaka anyalo konyou?,Ungependa kusaidiwa na nini?
Ere kaka anyalo chopo kuno?,Ninafikaje huko?
Ineno nade odiechieng' ma kawuono? ,Siku yako imekuwa aje?
In gi ngima machalo nade?,U hali gani?
Inyalo ting'o pesa maromo nade?,Unaweza kuweka amana kwa muda gani?
Inyalo golo pesa maromo nade?,Unaweza kutoa kiasi gani?
Ng'ato chulo pesa maromo nade?,Nauli ni kiasi gani?
En pesa maromo nade?,Hii ni bei gani?
Ibiro tiyo gi yedhego nyadidi? ,Dawa hizi utatumia mara ngapi?
In jahigini adi?,Una umri gani?
Ne en odiechieng ' machalo nade?,Umeshindaje?
An jahigini 25.,Nina miaka ishirini na tano.
An japuonjre.,Mimi ni mwanafunzi.
An japuonj,Mimi ni mwalimu.
Abiro tedo chiemb odhiambo.,Ninapika chakula cha jioni.
Awinjo ka amor.,Ninajisikia vizuri.
"Amor ahinya, erokamano.","Niko sawa, asante."
An aa Kenya.,Ninatoka Kenya.
Amor neni kendo. ,Nimefurahi kukuona
Akwano buk.,Ninasoma kitabu.
Aneno ni en gima rach ahinya.,Pole.
Aneno TV.,Ninaangalia runinga.
Ok awinj tiend gima iwacho.,Sielewi.
An gi mich moro ma daher miyi,Nina zawadi kwa ajili yako
"An gi gik mang'eny ma anyalo ting'o, be nitie chudo momedore?","Nina mizigo mikubwa, kuna malipo ya ziada?"
Ahero Ugali kod Sukuma wiki.,Napenda Ugali na Sukuma wiki.
An adak Nairobi.,Ninaishi Nairobi.
"Ahero thum ahinya, in to iwinjo nade?","Napenda kusikiliza muziki, na wewe?"
Nahero ahinya dho Swahili.,Ninapenda lugha ya Kiswahili.
Adwaro kony.,Ninahitaji msaada.
Ang'eyo mano. ,Ninaelewa.
Adwaro tiketi mar klas mokwongo.,Nataka tiketi ya daraja la kwanza
Abiro nono chal mar dendi.,Nitakupima joto la mwili
Adwaro ni ibed gi odiechieng' maber.,Ninakutakia siku njema
Atiyo e osiptal moro.,Nafanya kazi hospitalini.
Daher gweli e gago mar otieno,Ningependa kukualika kwa chakula cha jioni
Japuonj ni ka? ,Mwalimu yuko?
Be nitie disko mar dhi gi duogo?,"Je, kuna punguzo kwa safari ya mzunguko?"
Be nitie disko mar jopuonjre?,"Je, kuna punguzo kwa wanafunzi?"
Be nitie kony moro amora mar pesa ma jopuonjre yudo?,"Je, kuna msaada wa kifedha kwa wanafunzi?"
Be kadni osechungo?,Kadi yako imekwama?
Nengo mare en siling 100.,Inagharimu shilingi mia moja.
Sa koro osechopo kar sa apar.,Ni saa kumi.
En kilomita 2 kama.,Iko kilomita mbili kutoka hapa.
En e giko korridor.,Kiko mwisho wa ukumbi.
En machiegni gi duka maduong'. ,Iko karibu na duka kuu.
Bed gadier ni iketo sei mari kae. ,Hakikisha umeweka sahihi hapa
Nyinga en John.,Jina langu ni John.
Nyinga en…,Jina langu ni...
Amor ng'eyi.,Nafurahi kukutana na wewe.
"Ooyo, an thuolo.","Hapana, niko huru."
"Ooyo, an ng'ama ok nie kend.","Hapana, sijaolewa/sijaoa."
"Ooyo, ok anyal timo kamano.","Hapana, samahani."
"Ooyo, aonge gi pesa.","Hapana, sina chenji."
"Ooyo, an aonge gi nyithindo. ","Hapana, sina watoto."
"Ooyo, aonge gi pi.","Hapana, sina maji."
"Ooyo, ok ahero opich tielo.","Hapana, sipendi mpira wa miguu."
"Ooyo, ok aher thum.","Hapana, sipendi muziki."
"Ooyo, ok ang'eyo dho Ingresa. ","Hapana, sizungumzi Kiingereza."
"Ooyo, ok anyal.","Hapana, asante."
"Ooyo, komni nigi ng'ato.","Hapana, kiti hiki kimechukuliwa."
"Nzuri, agoyoni erokamano.","Good, thank you"
Tiket achiel kata ariyo? ,Tiketi moja au mbili?
We warit matin,Subiri kidogo tafadhali
Warituru mondo ng'ato oluongu.,Tafadhali subiri namba yako iitwe
Mos e yo ma nyiso luor (ne jodongo). ,Shikamoo
Dwoko mar 'Shikamoo' ,Marahaba
Abiro nenogi bang'e. ,Tutaonana baadaye
Be wanyalo romo mondo wachiem kanyachiel bang'e? ,Tuonane baadae kwa chakula cha mchana?
Ng'wonna kuom wachni.,Samahani.
Erokamano ahinya. ,Asante.
Mano wach maber ndi! ,Hiyo ni habari njema sana!
Mano en paro maber ndi!,Hiyo ni wazo zuri sana!
Laktar koro biro limi.,Daktari atakuona sasa
Ng'iewo gik moko ni kanyo. ,Soko liko pale.
Onego watim chenro mar dhi bayo kanyachiel.,Tunapaswa kupanga safari pamoja
Weche mag holo gin mage?,Masharti ya mkopo ni yapi?
Itimo ang'o? ,Unafanya nini?
In to itimo ang'o?,Unafanya kazi gani?
Diher timo ang'o? ,Unapenda kufanya nini?
Pesa manie akaunt mari gin adi? ,Salio lako ni kiasi gani?
En chiemo mane mihero chamo ahinya?,Unapendelea chakula gani?
En chiemo mane mihero chamo ahinya?,Chakula unachopenda ni kipi?
Nyingi ng'a?,Jina lako nani?
Ang'o monego watim e giko juma? ,Tungependa kufanya nini wikendi hii?
Wuodhno chakore sa adi?,Safari itaanza saa ngapi?
Tugo mar kawuono chakore sa adi?,Mchezo wa leo utaanza saa ngapi?
Sa adi mantie?,Ni saa ngapi?
Mtokano biro wuok sa adi? ,Gari litaondoka muda gani?
En ang'o matimore?,Niaje?
Iwuok chieng' mane?,Lini utaondoka?
Gin kinde mage mowinjore wuoyo e wi wachno?,Wakati mzuri wa kuzungumza ni lini?
En karang'o monego ichul misachego? ,"Je, ada inapaswa kulipwa lini?"
Puonjruok biro chakore karang'o?,Masomo yataanza lini?
Gin kinde mage ma weche biro bedoe? ,Matokeo yatatoka lini?
Ne idhi ndikwa karang'o?,Tutaandikishwa lini?
In iwuon iwuok kanye?,Unatoka wapi?
Idak kanye? ,Unaishi wapi?
Idwaro dhi kanye?,Unataka kwenda wapi?
Bengi ni kanye? ,Benki iko wapi?
Bathroom ni kanye?,Choo kiko wapi?
Laibrari ni kanye?,Maktaba iko wapi?
Ohala ni kanye?,Soko liko wapi?
Od thieth man machiegni gi kama idakie en mane? ,Hospitali iliyo karibu iko wapi?
Kama iritoe jotuo ni kanye?,Chumba cha wagonjwa kiko wapi?
Wanyalo dhi kanye e giko juma maluwo?,Tungependa kwenda wapi wikendi hii?
Gin buge mage monego asom e wi wachni?,Ninahitaji vitabu gani kwa somo hili?
Gin riwruoge mage ma anyalo donjoe? ,Ninaweza kujiunga na klabu gani?
In idwaro neno laktar mane?,Unataka kuona daktari gani?
En sinema mane ma diher neno ahinya e kinde mokalo? ,Filamu gani umependa hivi karibuni?
Ng'atno biro luwo yo mane? ,Gari litaenda kwa njia ipi?
En tich mane ma diher timo kawuono?,Ungependa huduma gani leo?
En tuke mane mihero?,Mchezo gani unapenda?
Ng'ano manyalo konyo e timo nonro?,Nani anaweza kusaidia na usajili?
Be diher nono kwan pesa manie akaunt mari?,Ungependa kupata taarifa za akaunti yako?
"Ee, kae nitie pi matin. ","Ndio, haya maji."
"Ee, magi e pesa ma mingli.","Ndio, hii hapa chenji yako."
"Ee, ne akendo.","Ndio, nimeoa/nimeolewa."
"Ee, an gi tich mang'eny.","Ndio, nina kazi nyingi."
"Ee, anyalo luongoni achiel. ","Ndio, naweza kuita moja kwa ajili yako."
"Ee, an gi nyithindo ariyo.","Ndio, nina watoto wawili."
"Ee, ahero opich tielo. ","Ndio, napenda mpira wa miguu."
"Ee, ahero thum ahinya.","Ndio, napenda muziki."
"Ee, ang'eyo dho Ingresa.","Ndio, nazungumza Kiingereza."
"Ee, mano adier.","Ndio, bila shaka."
"Ee, akwayi ni mondo itim kamano.","Ndiyo, tafadhali."
"Ee, inyalo bet piny.","Ndio, unaweza kukaa."
Onge wach. ,Karibu
Inyalo idho bas. ,Unaweza kuchukua basi.
Dwarore ni iduog mondo ononri. ,Lazima urudi kwa uchunguzi tena
Onge wach.,Karibu
